-71.2	-30.6	10.425	20.3221	3.4323	2.1209	0
-71.49	-30.26	-2.8369	15.5262	3.903	1.808	0
-71	-31.19	12.38	20.1825	3.5081	1.8691	0
-71.46	-31.4	19.3835	22.8942	1.6531	2.0006	0
-71.51	-31.91	14.0141	17.7186	2.0225	2.0759	0
-70.69	-30.84	7.0733	19.5538	3.1705	1.9523	0
-71.64	-30.68	18.8358	14.736	3.426	3.0763	0
-70.96	-31.78	5.9647	18.6571	1.6088	1.8075	0
-71.47	-32.55	21.9234	19.0451	2.941	3.0176	0
