-71.2	-30.6	11.2768	8.7399	3.4323	2.1209	0
-71.49	-30.26	-1.9711	3.9739	3.903	1.808	0
-71	-31.19	13.1773	8.5799	3.5081	1.8691	0
-71.46	-31.4	20.1056	11.3388	1.6531	2.0006	0
-71.51	-31.91	14.6651	6.1684	2.0225	2.0759	0
-70.69	-30.84	7.9474	7.9198	3.1705	1.9523	0
-71.64	-30.68	19.6321	3.1993	3.426	3.0763	0
-70.96	-31.78	6.6911	7.0504	1.6088	1.8075	0
-71.47	-32.55	22.4961	7.4907	2.941	3.0176	0
